reduced_sent,original_sent,page_title
Professores protestam contra auxílio-moradia para conselheiros do TCE-PR.,"Cerca de dois mil professores e funcionários da educação que estão em greve protestam na manhã desta sexta-feira ( 20 ) contra a aprovação de pagamento de auxílio-moradia para todos os conselheiros , auditores e procuradores do Tribunal de Contas do Estado do Paraná ( TCE-PR ) .",professores-protestam-contra-auxilio-moradia-para-conselheiros-do-tce.html
Cubatão busca caminhos para recuperar prejuízos após enchente.,A Prefeitura de Cubatão ( SP ) busca caminhos para recuperar os prejuízos na cidade após os estragos causados pela enchente em fevereiro.,cubatao-busca-caminhos-para-recuperar-prejuizos-apos-enchente.html
Termobahia abre inscrições para 47 vagas.,A Termobahia S.A abre nesta quinta-feira ( 21 ) as inscrições do processo seletivo para 47 vagas em cargos de nível médio e superior.,termobahia-abre-inscricoes-para-47-vagas.html
Período do defeso para oito espécies de peixes encerra neste domingo.,"O período do defeso para oito espécies de peixes encerra neste domingo ( 15 ) , em Santarém , oeste do Pará .",periodo-do-defeso-para-oito-especies-de-peixes-encerra-neste-domingo.html
Prefeitura de Campo Grande abre processo seletivo com 53 vagas.,"A prefeitura de Campo Grande abre , na segunda-feira ( 25 ) , processo seletivo simplificado com 53 vagas para cargos temporários de níveis médio e superior na área de saúde.",prefeitura-de-campo-grande-abre-processo-seletivo-com-53-vagas.html
Chefe de gabinete da prefeitura de Santarém assume Semjel.,"O chefe de gabinete da prefeitura de Santarém , oeste do Pará , Jaci Barros , assume a Secretaria Municipal de Esporte e Lazer ( Semjel ) a partir desta sexta-feira ( 1º ) , quando passa a responder pelos dois cargos.",chefe-de-gabinete-da-prefeitura-de-santarem-assume-semjel.html
Sambista Jorge Aragão é a atração principal do carnaval de Tibagi.,"O sambista Jorge Aragão é a atração principal do carnaval de Tibagi , nos Campos Gerais do Paraná .",sambista-jorge-aragao-e-atracao-principal-do-carnaval-de-tibagi.html
Romeu e Julieta chega aos palcos do Tocantins com nova roupagem.,A clássica história de Romeu e Julieta chega aos palcos do Tocantins com um nova roupagem.,romeu-e-julieta-chega-aos-palcos-do-tocantins-com-nova-roupagem.html
"Dois homens invadiram hospital de Pão de Açúcar , interior de Alagoas.","Dois homens invadiram o Hospital de Pão de Açúcar , na noite de segunda-feira ( 24 ) , para acertar contas com um dos pacientes que estava internado na unidade hospitalar da cidade , no interior de Alagoas.",dois-homens-invadiram-hospital-de-pao-de-acucar-interior-de-alagoas.html
Abertas inscrições para 4ª edição do Encontro Baiano de Museus.,"Estão abertas as inscrições para a 4ª edição do Encontro Baiano de Museus , realizado nos dias 10 e 11 de setembro , no Instituto Feminino , localizado no bairro do Politeama , em Salvador.",abertas-inscricoes-para-4-edicao-do-encontro-baiano-de-museus.html
Maceió sedia 2º Congresso Internacional de Direito.,"Maceió sedia , a partir desta quinta-feira ( 23 ) , o 2º Congresso Internacional de Direito , no Centro de Convenções.",maceio-sedia-2-congresso-internacional-de-direito.html
Livros didáticos estão abandonados em depósito no Sertão da Paraíba.,"Mais de 10 mil livros didáticos estão abandonados no pátio e em um depósito da Secretaria de Educação de Conceição , no Alto Sertão da Paraíba.",livros-didaticos-estao-abandonados-em-deposito-no-sertao-da-paraiba.html
Prefeitura de Lorena ( SP ) encerra inscrições para 725 vagas.,"A Prefeitura de Lorena ( SP ) encerra nesta quinta-feira ( 12 ) as inscrições do concurso público para 725 vagas em cargos de nível fundamental , médio e superior.",prefeitura-de-lorena-sp-encerra-inscricoes-para-725-vagas.html
Candidato à presidência da Colômbia teve contato com hacker detido.,"O candidato à presidência da Colômbia , Óscar Iván Zuluaga , admitiu neste sábado ( 10 ) que teve contato em Bogotá com o hacker Andrés Sepúlveda , detido esta semana por ter sido acusado pela procuradoria por espionagem e de sabotagem ao processo de paz do governo com as Forças Armadas Revolucionárias da Colômbia ( Farc ) .",candidato-presidencia-da-colombia-teve-contato-com-hacker-detido.html
Vereadores de Maringá não vão trabalhar durante os jogos do Brasil.,"Os vereadores de Maringá , no norte do Paraná , não vão trabalhar durante os jogos do Brasil na Copa do Mundo , informou a própria Câmara nesta quinta-feira ( 29 ) .",vereadores-de-maringa-nao-vao-trabalhar-durante-os-jogos-do-brasil.html
Dez cidades do Ceará permanecem com o resultado da eleição indefinido.,Dez cidades do Ceará permanecem com o resultado da eleição de 2012 indefinido e estão sem prefeito.,dez-cidades-do-ceara-permanecem-com-o-resultado-da-eleicao-indefinido.html
Albânia finaliza preparativos para receber o Papa Francisco.,"A Albânia finaliza os preparativos para receber neste domingo ( 21 ) o Papa Francisco , que durante sua breve visita de 11 horas promoverá o diálogo religioso entre a maioria muçulmana e os cristãos e homenageará as vítimas do comunismo.",albania-finaliza-preparativos-para-receber-o-papa-francisco.html
Israel vai construir 430 casas para colonos na Cisjordânia.,"Israel vai construir 430 novas casas para colonos na Cisjordânia ocupada , apesar da condenação internacional à colonização , denunciou nesta sexta-feira ( 30 ) uma ONG israelense.",israel-vai-construir-430-casas-para-colonos-na-cisjordania.html
Fundação Hospitalar de Saúde tem nova direção.,A assessoria de comunicação da Secretaria de Estado da Saúde informou que a Fundação Hospitalar de Saúde tem nova direção.,fundacao-hospitalar-de-saude-tem-nova-direcao.html
Exposição Agropecuária e Industrial de Londrina realiza cavalgada.,"A Exposição Agropecuária e Industrial de Londrina ( ExpoLondrina ) realiza neste domingo ( 9 ) uma cavalgada para anunciar a proximidade da edição 2014 da feira , no norte do Paraná .",exposicao-agropecuaria-e-industrial-de-londrina-realiza-cavalgada.html
Vídeo incrível mostra jacaré atacando para-choque de caminhonete.,Um vídeo incrível publicado no site Imgur mostra um aligátor ( jacaré americano ) atacando o para-choque dianteiro de uma caminhonete depois que o motorista se aproxima do réptil nos EUA.,video-incrivel-mostra-jacare-atacando-para-choque-de-caminhonete.html
Incêndio atinge mata em Ilhabela.,"Um incêndio atinge uma área de mata em Ilhabela desde a tarde desta quinta-feira ( 30 ) , de acordo com o Corpo de Bombeiros.",incendio-atinge-mata-em-ilhabela.html
"Sesi oferece 1,598 vagas para o ensino fundamental e médio.","O Sesi do Rio oferece 1,598 vagas gratuitas para o ensino fundamental para jovens e adultos ( 613 vagas para o período do 6º ao 9º ano ) e ensino médio ( 985 vagas para o período do 1º ao 3º ano ) .",sesi-oferece-1598-vagas-para-o-ensino-fundamental-e-medio.html
"Luiz Carlos Miele vai ser enterrado nesta quinta-feira , no Caju.","O produtor musical , ator e diretor Luiz Carlos D' Ugo Miele , de 77 anos , vai ser enterrado nesta quinta-feira ( 15 ) , no Cemitério do Caju , Zona Norte do Rio.",luiz-carlos-miele-vai-ser-enterrado-nesta-quinta-feira-no-caju.html
Sine divulga oportunidades de trabalho para atuar em Uberaba.,O Sine divulga nesta quarta-feira ( 6 ) oportunidades de trabalho para quem deseja atuar em Uberaba.,sine-divulga-oportunidades-de-trabalho-para-atuar-em-uberaba.html
Receita começa a receber declarações de IR dos ' atrasados' .,"A Receita Federal começa a receber nesta sexta-feira ( 2 ) as declarações de Imposto de Renda ( IR ) dos contribuintes ' atrasados' , que perderam o prazo oficial para entregar o documento até as 23h59 de quarta-feira ( 30 ) .",receita-comeca-receber-declaracoes-de-ir-dos-atrasados.html
Prefeitura de Cuiabá oferece 671 vagas em cursos de capacitação.,A Prefeitura de Cuiabá oferece 671 vagas em cursos de capacitação por meio do Programa Nacional de Acesso ao Ensino Técnico e Emprego ( Pronatec ) .,prefeitura-de-cuiaba-oferece-671-vagas-em-cursos-de-capacitacao.html
Rei da Espanha passará por cirurgia para tratar hérnia de disco .,"O rei da Espanha , Juan Carlos I , passará por uma nova cirurgia no dia 3 de março para tratar uma hérnia de disco , três meses após ter ter implantado uma prótese no quadril esquerdo , anunciou nesta quinta-feira ( 21 ) a Casa Real através de um comunicado em sua página na internet.",rei-da-espanha-passara-por-cirurgia-para-tratar-hernia-de-disco.html
CNJ registra 46 processos abertos para investigar juízes no Ceará .,O Conselho Nacional de Justiça ( CNJ ) registra 46 processos abertos para investigar juízes no Ceará .,cnj-tem-46-processos-abertos-para-investigar-juizes-no-ceara.html
"Livro ' Asas da Vida , a Liberdade do Presente' será lançado em Campinas.","O livro de crônicas ' Asas da Vida , a Liberdade do Presente' , do jornalista Ciro Porto , será lançado nesta segunda-feira ( 15 ) na livraria Fnac , localizada no Parque Dom Pedro Shopping , em Campinas ( SP ) .",livro-asas-da-vida-liberdade-do-presente-sera-lancado-em-campinas.html
Incêndio atinge depósito de lixo em Votorantim.,"Um incêndio de grande proporção atinge um depósito de lixo no Jardim Mirante dos Ovnis , em Votorantim ( SP ) , na manhã desta quarta-feira ( 18 ) .",incendio-atinge-deposito-de-lixo-em-votorantim.html
Presidente Dilma passará carnaval em Salvador.,"A presidente Dilma Rousseff passará o feriado de carnaval na base naval de Aratu , em Salvador ( BA ) .",presidente-dilma-passara-carnaval-em-salvador.html
Açailândia tem até 15 de dezembro para normalizar o transporte público.,"A Prefeitura da cidade de Açailândia , a 600 km de São Luís , tem até o próximo dia 15 de dezembro para normalizar o transporte público no município.",acailandia-tem-ate-15-de-dezembro-para-normalizar-o-transporte-publico.html
Show ' Encontro das Águas' reúne Sebastião Tapajós e Nilson Chaves.,"O show ' Encontro das Águas' , que reúne Sebastião Tapajós e Nilson Chaves , será realizado neste sábado ( 14 ) , a partir das 22h , no Mariscada , em Santarém , oeste do Pará .",show-encontro-das-aguas-reune-sebastiao-tapajos-e-nilson-chaves.html
"Banda Flor Serena estreia temporada de shows no Red River , em Salvador.","A banda de forró Flor Serena estreia nesta quinta feira ( 12 ) , a temporada de shows do mês de março que será realizada no Red River Café , no Rio Vermelho , em Salvador , a partir das 23h.",banda-flor-serena-estreia-temporada-de-shows-no-red-river-em-salvador.html
Estão abertas vagas para cursos do Pronatec em Valadares e Teófilo Otoni.,"Estão abertas vagas para os cursos do Pronatec em Governador Valadares , no Leste de Minas Gerais e em Teófilo Otoni , no Vale do Mucuri.",estao-abertas-vagas-para-cursos-do-pronatec-em-valadares-e-teofilo-otoni.html
Trabalhadores rurais permanecem na sede do INCRA de Imperatriz.,Trabalhadores rurais ligados ao MST permanecem acampados na sede do INCRA de Imperatriz.,trabalhadores-rurais-permanecem-na-sede-do-incra-de-imperatriz.html
63º Churrasco Vicentino será neste domingo em Bauru.,"O 63º Churrasco Vicentino será neste domingo ( 20 ) , em Bauru ( SP ) .",63-churrasco-vicentino-sera-neste-domingo-em-bauru.html
Moradores da Zona Norte reclamam da falta de iluminação pública.,"Moradores do Bairro Santa Maria da Codipi , na Zona Norte de Teresina , reclamam da falta de iluminação pública em algumas ruas do bairro.",moradores-da-zona-norte-reclamam-da-falta-de-iluminacao-publica.html
Senai/CE oferta mais de 430 vagas em cursos profissionalizantes.,"O Senai/CE oferta mais de 430 vagas em cursos profissionalizantes presenciais e a distância , distribuídas em 21 turmas , começando na última semana do mês de julho.",senaice-oferta-mais-de-430-vagas-em-cursos-profissionalizantes.html
' Abrazo' volta aos palcos do Barracão do Clowns em Natal.,"O espetáculo infanto-juvenil ' Abrazo' , do grupo Clowns de Shakespeare , está de volta aos palcos do Barracão do Clowns , em Natal , nos dias 25 e 26 de abril e 2 e 3 de maio.",abrazo-volta-aos-palcos-do-barracao-do-clowns-em-natal.html
Assinada ordem de serviço para construção de estação de tratamento.,Assinada nesta segunda-feira ( 14 ) a ordem de serviço para construção de uma estação de tratamento do esgoto específica para a região da avenida litorânea.,assinada-ordem-de-servico-para-construcao-de-estacao-de-tratamento.html
Prefeitura tem até 15 de junho para regularizar aulas na rede de ensino.,A prefeitura de São Luís tem até o dia 15 de junho para regularizar a situação das aulas na rede de ensino municipal.,prefeitura-tem-ate-15-de-junho-para-regularizar-aulas-na-rede-de-ensino.html
Greve dos rodoviários de São Luís entra no segundo dia.,"A greve dos rodoviários de São Luís entra no segundo dia nessa sexta-feira ( 23 ) sem previsão de acordo entre o Sindicato das Empresas de Transportes de Passageiros de São Luis ( SET ) e o Sindicato dos Trabalhadores em Transporte Rodoviário ( Sttrema ) .   Na noite dessa quinta ( 22 ) , passageiros tiveram que ter paciência para aguardar os coletivos nas paradas de ônibus e nos Terminais de Integração.",greve-dos-rodoviarios-de-sao-luis-entra-no-segundo-dia.html
Acusado de matar presidente da CDL será transferido para Barbacena.,"O acusado de matar o ex-presidente da Câmara de Dirigentes Lojistas ( CDL ) de Juiz de Fora , Vandir Domingos , será transferido para um hospital judicário de Barbacena.",acusado-de-matar-presidente-da-cdl-sera-transferido-para-barbacena.html
Bovespa opera em queda nesta sexta-feira.,"O principal índice da Bovespa opera em queda nesta sexta-feira ( 18 ) , na esteira de perdas nos pregões na Europa e Estados Unidos por preocupações com o crescimento global , comas preocupações com o cenário interno endossando o viés de baixa.",bovespa-cotacao-de-18-09-15.html
Obra deixa Rua Voluntários da Pátria em meia pista.,"Uma obra da Companhia Estadual de Águas e Esgotos ( Cedae ) deixa o tráfego na Rua Voluntários da Pátria , em Botafogo , na Zona Sul do Rio de Janeiro , em meia pista na manhã desta terça-feira ( 7 ) .",obra-deixa-rua-voluntarios-da-patria-em-meia-pista.html
Microsoft compra franquia ' Gears of War' da Epic games.,"A Microsoft anunciou a compra da franquia ' Gears of War' da Epic Games , além de contratar Rod Fergusson , produtor da série , que ficará responsável pelos próximos jogos.",microsoft-compra-franquia-gears-war-da-epic-games.html
"Tráfego segue em meia pista na BR-040, onde caminhão explodiu.","O tráfego segue em meia pista , na manhã desta quarta-feira ( 27 ) , na Rodovia Washington Luís ( BR-040 ) , no km 96, na subida da Serra de Petrópolis , no sentido Juiz de Fora , onde um caminhão virou e explodiu na tarde de terça-feira ( 26 ) .",trafego-segue-em-meia-pista-na-br-040-onde-caminhao-explodiu.html
ONU prevê que mais 4 milhões de sírios se tornarão refugiados em 2014.,"A ONU prevê que mais 4,25 milhões de sírios se tornarão refugiados em 2014 dentro ou fora do país , segundo um documento obtido nesta segunda-feira ( 7 ) pela Reuters.",onu-preve-que-mais-4-milhoes-de-sirios-se-tornarao-refugiados-em-2014.html
Teresina está entre as cidades com obras de esgoto do PAC inadequadas.,Teresina está entre as cidades com obras de esgoto do PAC inadequadas com relação ao cronograma de execução dos trabalhos.,teresina-esta-entre-cidades-com-obras-de-esgoto-do-pac-inadequadas.html
Museu de Arte de Belém recebe exposição ' Cidade e Fé' .,"O Museu de Arte de Belém ( Mabe ) recebe a partir desta sexta-feira ( 18 ) a exposição ' Cidade e Fé' , com trabalhos em tecido e gravuras da artista plástica Carla Beltrão.",museu-de-arte-de-belem-recebe-exposicao-cidade-de-fe.html
"Sine oferece 121 vagas de emprego nesta segunda- feira , em Porto Velho.","O Sistema Nacional de Emprego ( Sine ) oferece mais de 121 vagas de emprego , em 30 áreas , nesta segunda-feira ( 20 ) , em Porto Velho.",sine-oferece-121-vagas-de-emprego-nesta-segunda-feira-em-porto-velho.html
Presidiários de Fortaleza aplicam golpes por telefone em acreanos.,"Se passando por produtores do Faustão ou atendentes da Central Vivo de Ofertas , presidiários , em sua maioria de Fortaleza ( CE ) , aplicam golpes por telefone em acreanos , alerta a Secretaria de Segurança Pública ( Sesp ) do Acre.",presidiarios-de-fortaleza-aplicam-golpes-por-telefone-em-acreanos.html
' Feliz por Nada' com Cristiane Oliveira e Luisa Thiré chega a Maceió .,A peça ' Feliz por Nada' com Cristiane Oliveira e Luisa Thiré chega a Maceió para três apresentações.,feliz-por-nada-com-cristiane-oliveira-e-luisa-thire-chega-maceio.html
Walter Salles prepara um novo projeto com Gael García Bernal.,"O diretor brasileiro Walter Salles prepara um novo projeto com o ator mexicano Gael García Bernal , com o qual trabalhou em ' Diários de motocicleta' ( 2004 ) .",walter-salles-prepara-um-novo-projeto-com-gael-garcia-bernal.html
"Tiroteio assusta moradores da Praça Seca e Jacarepaguá , Rio.","Um intenso tiroteio assusta moradores da Praça Seca e de Jacarepaguá , na Zona Oeste do Rio , na manhã desta sexta-feira ( 5 ) .",tiroteio-assusta-moradores-da-praca-seca-e-jacarepagua-rio.html
Pronatec encerra inscrições para cursos técnicos no Amazonas.,"O Programa Nacional de Acesso ao Ensino Técnico e Emprego ( Pronatec ) encerra nesta sexta-feira ( 22 ) as inscrições para   2,315 vagas em 28 cursos técnicos para Manaus e mais oito cidades no interior do Amazonas.",pronatec-encerra-inscricoes-para-cursos-tecnicos-no-amazonas.html
"Sistema Alto Tietê opera com volume armazenado de 22,4 % .","O Sistema Alto Tietê opera com volume armazenado de 22,4 % nesta segunda-feira ( 4 ) , segundo a Companhia de Saneamento Básico do Estado de São Paulo ( Sabesp ) .",sistema-alto-tiete-opera-com-volume-armazenado-de-224.html
Sorocaba e Itu recebem feira de troca de livros.,As unidades do Senac em Sorocaba ( SP ) e Itu ( SP ) recebem até sexta-feira ( 24 ) uma feira de troca de livros.,sorocaba-e-itu-recebem-feira-de-troca-de-livros.html
Festival Literário Internacional dos Campos Gerais começa no sábado.,"O 2º Festival Literário Internacional dos Campos Gerais , a Flicampos , começa no sábado ( 7 ) em Ponta Grossa , na região dos Campos Gerais do Paraná , e segue até dia 15 de setembro.",festival-literario-internacional-dos-campos-gerais-comeca-no-sabado.html
Incêndio atinge prédio abandonado no Centro Histórico de Curitiba.,Um incêndio de grandes proporções atinge um prédio abandonado no Centro Histórico de Curitiba desde as 11h desta sexta-feira ( 9 ) .,incendio-atinge-predio-abandonado-no-centro-historico-de-curitiba.html
Chegada da lua minguante favorece plantio de alho.,"A chegada da lua minguante acontece no próximo domingo ( 14 ) , a partir das 13h18 e favorece o plantio de alho em Sergipe.",chegada-da-lua-minguante-favorece-plantio-de-alho.html
Polícia investiga morte de menina de seis anos no oeste do Paraná .,"A Polícia Civil investiga a morte de uma menina de seis anos , em Cascavel , no oeste do Paraná .",policia-investiga-morte-de-menina-de-seis-anos-no-oeste-do-parana.html
"Por causa do feriado , sorteio da Mega-Sena será nesta quinta-feira.","Por causa do feriado do Dia do Trabalho , o sorteio do concurso 1,490 da Mega-Sena , que normamente acontece às quartas-feiras , será realizado nesta quinta-feira , às 20h25 ( horário de Brasília ) , segundo a Caixa Econômica Federal.",por-causa-do-feriado-sorteio-da-mega-sena-sera-nesta-quinta-feira.html
Semana do Teatro vai ser aberta em São Luís.,A VII Semana do Teatro do Maranhão vai ser aberta hoje à noite em São Luís.,semana-do-teatro-vai-ser-aberta-em-sao-luis.html
Mulheres de 50 a 69 anos poderão fazer mamografia sem pedido médico.,"A partir da segunda quinzena de fevereiro , as mulheres paulistas de 50 a 69 anos poderão fazer exames de mamografia pelo Sistema Único de Saúde ( SUS ) gratuitamente e sem precisar ter o pedido médico em mãos.",mulheres-de-50-69-anos-poderao-fazer-mamografia-gratuitamente.html
Inscrições para ' Tour do Rio Sorocaba' terminam nesta sexta-feira.,"As inscrições para o ' Tour do Rio Sorocaba' , que será realizado na próxima terça-feira ( 29 ) , das 8h às 12h , terminam nesta sexta-feira ( 25 ) .",inscricoes-para-tour-do-rio-sorocaba-terminam-nesta-sexta-feira.html
Max Cavalera se recupera de paralisia facial.,"O músico Max Cavalera atualmente se recupera de uma condição chamada paralisia de Bell , uma paralisia do nervo facial de causa desconhecida.",max-cavalera-se-recupera-de-paralisia-facial.html
"Programação cultural marca feriado no Sesc Boulevard , em Belém.","Uma programação cultural marca o feriado desta quinta-feira ( 1º ) , no Centro Cultural Sesc Boulevard , em Belém.",programacao-cultural-marca-feriado-no-sesc-boulevard-em-belem.html
GasBrasiliano Distribuidora encerra inscrições para 15 vagas.,"A GasBrasiliano Distribuidora , empresa do sistema Petrobrás , encerra nesta sexta-feira ( 6 ) as inscrições do processo seletivo para 15 vagas e formação de cadastro de reserva.",gasbrasiliano-distribuidora-encerra-inscricoes-para-15-vagas.html
Campanha de Popularização tem mais de 140 espetáculos em cartaz.,A programação da Campanha de Popularização do Teatro e da Dança tem mais de 140 espetáculos em cartaz em vários espaços de Belo Horizonte.,campanha-de-popularizacao-tem-mais-de-140-espetaculos-em-cartaz.html
Aeroporto de Uberaba está fora das normas de segurança.,O Aeroporto de Uberaba está fora das normas de segurança e a Infraero chegou a ser multada pela Agência Nacional de Aviação Civil.,aeroporto-de-uberaba-esta-fora-das-normas-de-seguranca.html
Campinas realiza mutirão de combate à dengue neste sábado.,Campinas ( SP ) realiza mutirão de combate à dengue neste sábado ( 13 ) .,campinas-realiza-mutirao-de-combate-dengue-neste-sabado.html
G1 entrevista nesta segunda -feira o candidato Mão Santa ( PSC ) .,"O G1 entrevista nesta segunda-feira ( 1º ) o candidato a governador do Piauí , Mão Santa ( PSC ) .",g1-entrevista-nesta-segunda-feira-o-candidato-mao-santa-psc.html
Segunda dose da vacina contra o HPV está disponível em Ipatinga.,"A segunda dose da vacina de proteção contra o HPV ( Papiloma Vírus Humano ) que provoca o câncer do colo de útero , ainda está disponível em todas as Unidades Básicas de Saúde para as meninas de 11 a 13 anos em Ipatinga ( MG ) .",segunda-dose-da-vacina-contra-o-hpv-esta-disponivel-em-ipatinga.html
"PT , PMDB e PSDB vão governar quase 50 % do eleitorado brasileiro.","O PT , o PMDB e o PSDB vão governar quase 50 % do eleitorado brasileiro a partir de 2013.",pt-pmdb-e-psdb-vao-governar-quase-50-do-eleitorado-brasileiro.html
' Mostra Cinema e Direitos Humanos' será realizada em Aracaju.,"A 8ª ' Mostra Cinema e Direitos Humanos na América do Sul : poética e cidadania sobre película' será realizada no Museu da Gente Sergipana , em Aracaju , entre os dias 17 e 22 de dezembro com a exibição de 38 filmes de forma gratuita.",mostra-cinema-e-direitos-humanos-sera-realizada-em-aracaju.html
Ney Latorraca já faz uso de doses menores de medicamentos.,"O ator Ney Latorraca , de 68 anos , internado desde 31 de outubro no Centro de Treinamento Intensivo ( CTI ) da Casa de Saúde São José , no Humaitá , na Zona Sul do Rio , já faz uso de doses menores de medicamentos para controle da pressão.",ney-latorraca-ja-faz-uso-de-doses-menores-de-medicamentos.html
Orquestra Jovem Vale Música apresenta concerto gratuito em Belém.,"A Orquestra Jovem Vale Música ( OJVM ) apresenta concerto gratuito neste sábado ( 24 ) , no Arte Doce Hall , em Belém.",orquestra-jovem-vale-musica-apresenta-concerto-gratuito-em-belem.html
Confira a programação de coletas do Cidade Limpa 2014 em Maracaí .,Confira abaixo a programação de coletas do Cidade Limpa 2014 em Maracaí .,confira-programacao-de-coletas-do-cidade-limpa-2014-em-maracai.html
"Erosão ameaça derrubar dois prédios no Setor Oeste , em Goiânia.","Uma erosão ameaça derrubar dois prédios no Setor Oeste , em Goiânia.",erosao-ameaca-derrubar-dois-predios-no-setor-oeste-em-goiania.html
Vídeo mostra cão usando bomba de água manual na Rússia.,Um vídeo publicado no YouTube mostra um cão usando uma bomba de água manual para encher um balde na Rússia.,video-mostra-cao-usando-bomba-de-agua-manual-na-russia.html
Espetáculo de dança do ventre ' Mulheres' estreia em Rio Branco.,"O espetáculo de dança do ventre ' Mulheres' estreia em Rio Branco neste sábado ( 2 ) , na Usina de Artes , às 20h.",espetaculo-de-danca-do-ventre-mulheres-estreia-em-rio-branco.html
Inscrições para Projeto Guri na região de Ribeirão terminam sexta.,"As inscrições para as 1,767 vagas de cursos gratuitos de música oferecidas pelo Projeto Guri na região de Ribeirão Preto ( SP ) terminam nesta sexta-feira ( 15 ) .",inscricoes-para-projeto-guri-na-regiao-de-ribeirao-terminam-sexta.html
Seminário irá discutir realidade da educação no campo.,"Um seminário irá discutir a realidade da educação no campo na região , nos dias 25 e 26 de setembro , no campus Tapajós da Universidade Federal do Oeste do Pará ( Ufopa ) .",seminario-ira-discutir-realidade-da-educacao-no-campo.html
Teatro Waldemar Henrique recebe espetáculo ' Um louco conto de fadas' .,"O palco do teatro Waldemar Henrique recebe neste domingo ( 26 ) o espetáculo ' Um louco conto de fadas' , com sessões às 11h e 19h.",teatro-waldemar-henrique-recebe-espetaculo-um-louco-conto-de-fadas.html
Carnês do IPTU de Taubaté começam a vencer nesta quarta-feira ( 26 ) .,Os cerca de 107 mil carnês do Imposto Predial Urbano ( IPTU ) de Taubaté começam a vencer nesta quarta-feira ( 26 ) .,carnes-do-iptu-comecam-vencer-nesta-quarta-feira-26-em-taubate.html
Detran-RJ vai leiloar 600 veículos apreendidos.,O Detran-RJ vai leiloar na quinta-feira ( 28 ) e na sexta ( 29 ) 600 veículos apreendidos que estão acautelados em seus depósitos.,detran-rj-vai-leiloar-600-veiculos-apreendidos.html
Ministro entrega homologação do aeroporto de cargas de Pouso Alegre.,"O ministro da Secretaria Nacional de Aviação Civil , Moreira Franco , entrega na tarde desta terça-feira ( 5 ) , em Brasília ( DF ) , a homologação do Aeroporto Internacional de Cargas de Pouso Alegre ( MG ) ao prefeito da cidade , Agnaldo Perugini.",ministro-entrega-homologacao-do-aeroporto-de-cargas-de-pouso-alegre.html
Festival Nacional de Viola de Cruzeiro dos Peixotos começa nesta quinta.,"A terceira edição do Festival Nacional de Viola de Cruzeiro dos Peixotos ( Fenacrupe ) , distrito de Uberlândia , começa nesta quinta-feira ( 27 ) , na praça Tancredo Neves.",festival-nacional-de-viola-de-cruzeiro-dos-peixotos-comeca-nesta-quinta.html
Confira os filmes em cartaz no cinema em Rio Branco.,"Confira os filmes que estão em cartaz no cinema , esta semana , em Rio Branco.",confira-os-filmes-em-cartaz-no-cinema-em-rio-branco.html
Unicamp aplica 1ª fase do vestibular em 20 cidades e no Distrito Federal.,A Universidade Estadual de Campinas ( Unicamp ) aplica neste domingo ( 23 ) a 1ª Fase do Vestibular 2015 em 20 cidades paulistas e no Distrito Federal ( DF ) .,unicamp-aplica-1-fase-do-vestibular-em-20-cidades-e-no-distrito-federal.html
Imagens mostram dramático resgate de imigrantes no Mediterrâneo.,Imagens obtidas pela agência de notícias Associated Press mostram um dramático resgate de imigrantes de um barco superlotado no Mediterrâneo.,imagens-mostram-dramatico-resgate-de-imigrantes-na-italia.html
"Incêndio atinge fábrica de macarrão em Sertanópolis , no Paraná .","Um incêndio atinge uma fábrica de macarrão desde as 3h desta quinta-feira ( 4 ) , em Sertanópolis , no norte do Paraná .",incendio-atinge-fabrica-de-macarrao-em-sertanopolis-no-parana.html
Estudantes do Oeste Paulista podem concorrer a 11 vagas de estágio.,"Estudantes do Oeste Paulista podem concorrer a 11 vagas de estágio , disponibilizadas pelo Centro de Integração Empresa Escola ( Ciee ) nesta quinta feira ( 28 ) .",estudantes-do-oeste-paulista-podem-concorrer-11-vagas-de-estagioh.html
"Bauru , SP , recebe Festival Internacional de Bonecos.","Bauru , SP , recebe até o dia 28 de abril , o tradicional Festival Internacional de Teatro de Bonecos.",bauru-sp-recebe-festival-internacional-de-bonecos.html
Salões de beleza de RO estudam mudanças nas regras de higienização.,"Profissionais de salões de beleza dos municípios de Ji-Paraná , Cacoal e Pimenta Bueno , RO , estudam possíveis mudanças nas regras de esterilização e higienização regulamentadas pela Associação Brasileira de Normas Técnicas ( ABNT ) , dos materiais utilizados em salões como alicates , escovas de cabelo e pinças.",saloes-de-beleza-de-ro-estudam-mudancas-nas-regras-de-higienizacao.html
Ministério Público de Rondônia encerra inscrições para 112 vagas.,O Ministério Público do Estado de Rondônia encerra neste domingo ( 22 ) as inscrições do concurso para 112 vagas e formação de cadastro de reserva em cargos de nível médio/técnico e superior.,ministerio-publico-de-rondonia-encerra-inscricoes-para-112-vagas.html
Metade dos contribuintes do Vale ainda não declarou Imposto de Renda.,"A uma semana do fim do prazo , metade dos contribuintes do Vale do Paraíba ainda não declarou o Imposto de Renda 2013.",metade-dos-contribuintes-do-vale-ainda-nao-declarou-imposto-de-renda.html
"Grupo realiza protesto na região da Estação Mussurunga , em Salvador.","Um grupo de pessoas realiza um protesto na noite desta quarta-feira ( 7 ) , na região da Estação Mussurunga , em Salvador.",grupo-realiza-protesto-na-regiao-da-estacao-mussurunga-em-salvador.html
